ID_REF;MIMAT0005898;MIMAT0005951;MIMAT0019691;MIMAT0027623;MIMAT0027650;ETAT;;
GSM1876473;6.893665129;9.91510861;8.36716171;8.521623094;7.988792666;breast cancer;;
GSM1876474;6.904423207;9.782787457;8.062303475;8.621100366;7.603591862;breast cancer;;
GSM1876475;7.301381262;6.381427636;7.977556091;9.395444787;7.744613445;breast cancer;;
GSM1876476;8.059241467;8.26453197;8.18430457;8.876333716;8.633447804;breast cancer;;
GSM1876477;6.757698079;9.963448513;8.27631093;8.338457928;8.691699937;breast cancer;;
GSM1876478;7.033895199;9.252274663;8.391413732;8.134372926;9.169535392;breast cancer;;
GSM1876479;6.269434426;9.308277804;8.381935212;8.462117467;8.674564593;breast cancer;;
GSM1876480;8.100177077;9.494591273;8.23682094;8.463450887;8.185623069;breast cancer;;
GSM1876481;6.892996324;10.26484231;7.80852284;8.481520494;7.946599492;breast cancer;;
GSM1876482;6.965816139;9.718471352;7.996178666;8.390262447;8.962711447;breast cancer;;
GSM1876483;5.426294261;9.189270431;8.172219251;8.608214648;8.123026929;breast cancer;;
GSM1876484;2.354266748;8.551673468;7.933711684;8.31233353;7.723143411;breast cancer;;
GSM1876485;4.199892366;9.230846728;8.507602302;8.105114738;8.677172587;breast cancer;;
GSM1876486;8.149617154;8.294671745;8.965838594;8.433639194;9.664859041;breast cancer;;
GSM1876487;6.381190527;9.812455651;7.86413814;8.938165203;9.513952063;breast cancer;;
GSM1876488;8.169384158;8.836580065;8.734669199;8.187003336;9.97801739;breast cancer;;
GSM1876489;8.501285646;9.18609625;8.761462074;8.833730662;8.607973357;breast cancer;;
GSM1876490;4.326284989;9.306462102;8.26684759;8.072559044;7.413503255;breast cancer;;
GSM1876491;9.061608982;9.402444289;8.28822556;9.192030932;7.74692205;breast cancer;;
GSM1876492;6.601313207;9.129108044;8.165301911;8.022936448;8.733581155;breast cancer;;
GSM1876493;6.750054368;9.289770511;9.445940867;7.981805389;10.45099938;breast cancer;;
GSM1876494;10.43002973;7.807370388;8.527186838;9.012126327;9.599036916;breast cancer;;
GSM1876495;4.687760612;8.840814869;8.816894915;8.488785549;9.272687045;breast cancer;;
GSM1876496;6.831761747;9.007211323;8.275820323;8.731540665;8.970736706;breast cancer;;
GSM1876497;9.196995899;9.35228917;8.445959374;8.464964767;9.481788533;breast cancer;;
GSM1876498;4.494798041;8.870838836;8.592977905;8.319454527;8.020659884;breast cancer;;
GSM1876499;9.229536978;9.337361753;8.400527883;8.532389245;9.119475879;breast cancer;;
GSM1876500;7.951328181;9.127816971;9.490986188;8.27627502;10.04273437;breast cancer;;
GSM1876501;7.333408845;9.336633157;9.073768361;8.98267164;10.05158165;breast cancer;;
GSM1876502;7.349590131;8.370929604;9.769501549;8.546894731;9.67887804;breast cancer;;
GSM1876503;7.52655281;9.231674441;8.493332695;8.40957709;9.032098611;breast cancer;;
GSM1876504;3.945171106;8.494505655;8.439402511;8.453505569;8.723661093;breast cancer;;
GSM1876505;4.29996693;9.186199272;8.693598878;8.314017388;8.255269049;breast cancer;;
GSM1876506;2.414757885;8.774395715;8.598053419;8.137951226;8.074691887;breast cancer;;
GSM1876507;3.833052567;7.228223484;8.793147872;8.072174942;9.136378033;breast cancer;;
GSM1876508;4.633464726;7.339386251;8.695469409;8.416022995;8.806835258;breast cancer;;
GSM1876509;7.679848423;7.638248614;9.259218538;7.979266804;9.62494063;breast cancer;;
GSM1876510;7.41214736;8.021252294;9.066863729;9.044140533;8.727568366;breast cancer;;
GSM1876511;7.503070486;6.134111047;8.731398358;7.439575385;9.343296571;breast cancer;;
GSM1876512;5.28699313;7.628851276;9.001328043;8.830646369;8.93869598;breast cancer;;
GSM1876513;6.73937526;9.771318952;8.756609628;8.712354164;9.468431572;breast cancer;;
GSM1876514;3.469443311;7.728948283;8.466258414;8.114907918;7.96293811;breast cancer;;
GSM1876515;6.473552472;9.132944527;9.511900677;8.465207784;9.726130919;breast cancer;;
GSM1876516;7.888038205;10.15719465;9.348227215;8.381911775;9.088257846;breast cancer;;
GSM1876517;6.250931795;9.421302503;9.493383572;8.71457402;9.655781077;breast cancer;;
GSM1876518;2.824656634;8.031044201;9.754218722;8.325398548;9.441754981;breast cancer;;
GSM1876519;5.057599952;9.335071235;8.868060107;8.723931633;8.552856576;breast cancer;;
GSM1876520;4.899192986;8.300007541;9.171676838;8.478520815;10.05706631;breast cancer;;
GSM1876521;6.195402224;8.311780546;9.18690755;8.483068069;9.268364329;breast cancer;;
GSM1876522;5.318671639;9.782266826;9.110730989;8.531679852;9.628633744;breast cancer;;
GSM1876523;5.921645287;8.685062491;9.64018948;8.418269944;9.516881314;breast cancer;;
GSM1876524;6.101473751;9.192056006;8.849525782;8.916404472;9.063344295;breast cancer;;
GSM1876525;5.419573497;9.23754297;8.770131115;8.41465558;8.944610958;breast cancer;;
GSM1876526;7.222494231;9.383533201;8.726581677;8.630274097;9.495121273;breast cancer;;
GSM1876527;3.757693064;9.054468404;8.944551634;8.059734073;9.051093404;breast cancer;;
GSM1876528;2.871288616;8.889689287;9.10651237;8.346956418;8.847729693;breast cancer;;
GSM1876529;6.697881801;9.649712734;8.305903441;8.454137494;8.540262413;breast cancer;;
GSM1876530;5.967080697;9.569599551;8.088181998;8.21666944;7.41057147;breast cancer;;
GSM1876531;4.549271494;9.128507264;8.12202224;8.049617854;8.130002039;breast cancer;;
GSM1876532;6.182219352;9.530873417;7.825651902;8.362719608;7.941112397;breast cancer;;
GSM1876533;7.885948859;9.532500487;8.488480262;8.416097925;8.94538669;breast cancer;;
GSM1876534;5.661990047;9.004990943;8.896799098;8.148266372;9.281705043;breast cancer;;
GSM1876535;5.133692597;9.27102563;8.448305598;8.170143905;8.987451388;breast cancer;;
GSM1876536;5.965425523;9.436596562;8.569318907;8.209034357;8.477107312;breast cancer;;
GSM1876537;3.275144721;6.201772816;7.704560164;8.144263268;7.154191;breast cancer;;
GSM1876538;4.738255349;10.04508656;8.823578642;8.269779703;8.710940812;breast cancer;;
GSM1876539;4.638530665;8.032073684;8.564722984;8.186633913;9.264006882;breast cancer;;
GSM1876540;8.824458048;8.719097028;8.556305002;8.589686138;9.217927288;breast cancer;;
GSM1876541;6.886693503;8.57566515;8.402876966;8.505710103;8.691290111;breast cancer;;
GSM1876542;8.117018937;7.714411455;7.37206345;8.064961256;10.24905104;breast cancer;;
GSM1876543;2.108209912;8.636536425;7.511901094;8.175531893;8.157660937;breast cancer;;
GSM1876544;5.746433662;8.610357094;7.080874523;8.17134077;8.872385641;breast cancer;;
GSM1876545;8.310476596;8.370583477;8.330681521;8.171724734;10.50962084;breast cancer;;
GSM1876546;2.735025804;9.177836596;7.682049799;7.924567114;8.228353891;breast cancer;;
GSM1876547;5.885521532;7.930167708;8.23351123;7.664883446;9.976295024;breast cancer;;
GSM1876548;4.687001843;7.128415209;7.127513861;7.977870157;10.00261594;breast cancer;;
GSM1876549;6.548402707;8.500780836;8.171926253;7.831613461;10.70305676;breast cancer;;
GSM1876550;7.010411805;8.830337539;7.622196363;8.262923215;10.06778891;breast cancer;;
GSM1876551;9.032140241;8.687537098;8.144460334;7.886707869;9.757024191;breast cancer;;
GSM1876552;6.449188584;7.923116637;7.279864046;7.854681578;8.817748647;breast cancer;;
GSM1876553;8.113703494;8.282276563;8.355633406;7.821486507;9.962144627;breast cancer;;
GSM1876554;6.530586061;9.497251058;8.874148579;8.780830304;9.190465788;breast cancer;;
GSM1876555;5.982119456;9.262436123;8.757750103;8.838617077;9.020440425;breast cancer;;
GSM1876556;6.020417741;9.068099385;8.505896549;8.649699881;8.852056229;breast cancer;;
GSM1876557;9.132859211;9.338431666;8.770782101;8.480303126;9.397492224;breast cancer;;
GSM1876558;7.72837785;9.236893234;8.65639541;8.407071325;9.025047937;breast cancer;;
GSM1876559;6.043759815;8.430433582;8.644472334;8.132606241;9.768833882;breast cancer;;
GSM1876560;5.783531325;9.133205992;8.607362645;8.698528201;8.924075344;breast cancer;;
GSM1876561;5.162924843;9.124607694;8.369748016;8.426010456;8.941086362;breast cancer;;
GSM1876562;9.225907962;9.653448659;8.089396994;8.26599196;8.737825882;breast cancer;;
GSM1876563;8.90326614;8.732098187;8.348741982;7.964005892;9.269368385;breast cancer;;
GSM1876564;9.084023477;8.900687012;8.454782713;8.418133992;9.644865391;breast cancer;;
GSM1876565;9.026054521;8.596596846;8.320842712;7.567946578;8.578595881;breast cancer;;
GSM1876566;9.131880376;8.843464883;8.470157564;8.4044789;9.776128845;breast cancer;;
GSM1876567;5.459638078;9.164792478;8.35560643;8.385590904;8.503051525;breast cancer;;
GSM1876568;4.351432282;8.452934046;8.581013951;7.983323451;9.168046054;breast cancer;;
GSM1876569;4.157380954;9.582992179;8.542952324;8.187861181;8.595538953;breast cancer;;
GSM1876570;7.139473186;9.371301147;7.986563845;8.080915074;8.473216952;breast cancer;;
GSM1876571;5.387976442;8.501434445;8.645009511;8.496934378;9.192722315;breast cancer;;
GSM1876572;6.117032007;8.88394261;8.536204694;7.595003857;9.233748418;breast cancer;;
GSM1876573;8.457241887;9.439029189;8.410121433;8.442938957;9.415746585;breast cancer;;
GSM1876574;8.537013094;8.540139592;8.298273533;7.862277775;10.15324914;breast cancer;;
GSM1876575;6.664249403;9.276704723;8.328079191;8.121218459;8.855008455;breast cancer;;
GSM1876576;8.769203248;9.555512165;8.178421994;8.407334653;8.895772623;breast cancer;;
GSM1876577;8.00490616;10.50295562;8.343702592;8.255562147;9.030891727;breast cancer;;
GSM1876578;6.960261954;8.99549886;8.100927102;8.170830659;8.604360295;breast cancer;;
GSM1876579;6.345641967;8.966760696;8.49974585;7.990267871;9.103089624;breast cancer;;
GSM1876580;6.6820359;9.256871329;8.246318132;8.572928331;9.153685269;breast cancer;;
GSM1876581;6.07548911;9.388457738;8.713736034;8.462050131;9.002058388;breast cancer;;
GSM1876582;6.002962968;9.367843335;8.482671719;8.338234385;8.706430157;breast cancer;;
GSM1876583;8.234958758;9.489478222;8.398080545;8.05265881;9.021837127;breast cancer;;
GSM1876584;4.298996103;9.301024171;7.838261473;8.125241086;8.249370061;breast cancer;;
GSM1876585;8.885076225;9.757249108;7.402201409;8.626324374;8.236845173;breast cancer;;
GSM1876586;7.289145158;9.626071185;7.868248759;9.049906321;8.587609789;breast cancer;;
GSM1876587;4.378388926;8.729740088;8.598257268;8.066847858;8.681434941;breast cancer;;
GSM1876588;5.039257251;9.53065837;8.792142184;7.869081234;8.403746499;breast cancer;;
GSM1876589;4.096395654;8.429841499;8.100856661;7.984068735;8.460648311;breast cancer;;
GSM1876590;4.673684502;8.767282154;8.091475508;7.947397607;8.393563749;breast cancer;;
GSM1876591;8.801567902;10.06483143;8.006610791;8.383335575;7.647653665;breast cancer;;
GSM1876592;6.101274291;8.879745248;8.072068235;8.084613758;9.30547908;breast cancer;;
GSM1876593;5.978319523;8.562079273;8.617991776;8.300690259;9.564864808;breast cancer;;
GSM1876594;6.306303189;7.75669725;8.716003134;7.653163782;9.182481105;breast cancer;;
GSM1876595;8.649732512;8.66898955;8.482929718;8.53724298;9.183185023;breast cancer;;
GSM1876596;10.11833959;8.688749132;8.468123836;8.187123578;9.941404014;breast cancer;;
GSM1876597;6.712978937;9.84667242;7.859122618;8.098805178;8.182093399;breast cancer;;
GSM1876598;9.853777455;10.06451749;8.443844869;8.650847986;9.174728241;breast cancer;;
GSM1876599;4.930134267;9.945705525;8.500395221;8.0725835;8.207249633;breast cancer;;
GSM1876600;7.51570485;10.18523176;9.008686707;8.180920529;9.152152158;breast cancer;;
GSM1876601;10.0079916;10.10863586;8.488941207;8.196718682;8.865277877;breast cancer;;
GSM1876602;10.10193267;9.890726535;8.284168751;8.503130613;8.768193313;breast cancer;;
GSM1876603;10.21711142;9.452774575;8.307737921;8.647824563;8.859724957;breast cancer;;
GSM1876604;7.431570173;9.667096596;8.22257809;8.590119797;7.683080094;breast cancer;;
GSM1876605;7.072392298;9.636933055;7.812296382;8.478611942;7.474280811;breast cancer;;
GSM1876606;9.943318395;9.792013006;8.677362965;8.317381383;8.685054817;breast cancer;;
GSM1876607;9.84093988;9.023561;7.850225299;8.205966509;9.195656903;breast cancer;;
GSM1876608;8.192174442;8.376917496;8.273673589;8.570686994;8.016714457;breast cancer;;
GSM1876609;6.9992805;9.096929834;7.976429893;8.539003724;9.175587881;breast cancer;;
GSM1876610;9.436386626;9.002961425;8.233606916;8.484033212;9.594793385;breast cancer;;
GSM1876611;8.615843426;7.919384133;8.151597156;8.758265651;9.403007686;breast cancer;;
GSM1876612;6.800772876;7.368839699;8.177472256;8.661757039;9.962092985;breast cancer;;
GSM1876613;8.808554411;9.548722143;8.090970295;8.578925177;8.89507339;breast cancer;;
GSM1876614;10.78639025;8.947035343;9.041177096;8.522579445;10.65659076;breast cancer;;
GSM1876615;9.546617515;9.510125172;8.342533108;8.164165956;8.860848395;breast cancer;;
GSM1876616;6.973041523;8.619059696;8.296666502;8.150330547;9.169845308;breast cancer;;
GSM1876617;10.09373231;8.604471684;8.37711388;8.467442395;8.781138264;breast cancer;;
GSM1876618;5.019626129;9.531169479;9.123865862;8.057318675;8.342158292;breast cancer;;
GSM1876619;9.573227328;9.75520364;8.658171278;8.255886021;9.02296543;breast cancer;;
GSM1876620;7.836251265;9.259135015;8.434409584;8.437733577;8.797627382;breast cancer;;
GSM1876621;9.567337222;9.031528273;8.133002139;7.979985071;9.180567262;breast cancer;;
GSM1876622;10.27003499;8.628563996;7.982316386;8.504367722;8.879048977;breast cancer;;
GSM1876623;7.69529384;9.400357275;8.635585891;8.465437395;8.018659279;breast cancer;;
GSM1876624;7.190115642;8.934482844;8.399041539;8.564438463;9.402228398;breast cancer;;
GSM1876625;7.315227927;9.274129558;7.924756281;8.075443433;8.580543975;breast cancer;;
GSM1876626;10.28064195;9.431224878;7.569841681;8.58317351;8.79823003;breast cancer;;
GSM1876627;5.833262937;8.935709603;8.821657739;7.875291471;10.19772584;breast cancer;;
GSM1876628;8.747494269;9.597707219;7.972481607;8.729473626;8.639845889;breast cancer;;
GSM1876629;10.49380752;9.698380616;8.399767372;8.60721457;8.67220971;breast cancer;;
GSM1876630;5.306724107;9.726149926;8.987781412;8.828563059;8.630896706;breast cancer;;
GSM1876631;7.395659586;9.281368372;8.640202019;8.289434838;9.542952068;breast cancer;;
GSM1876632;8.177473596;9.289141071;7.80868837;7.973542125;7.827076854;breast cancer;;
GSM1876633;7.208917924;8.415327289;8.793511808;8.105834545;8.981605706;breast cancer;;
GSM1876634;6.606993019;9.358494045;8.094639669;8.189176835;8.561482592;breast cancer;;
GSM1876635;7.390705982;9.163415221;8.91882858;8.332826586;8.628861984;breast cancer;;
GSM1876636;9.95855157;9.488136425;8.789474938;8.46621894;9.448243434;breast cancer;;
GSM1876637;10.15268955;9.369666903;8.7410819;8.617038921;8.83586885;breast cancer;;
GSM1876638;10.6994435;9.411801539;8.469969815;8.711031349;8.955725191;breast cancer;;
GSM1876639;8.491170364;8.95364378;8.691452434;8.524271566;8.806926222;breast cancer;;
GSM1876640;5.967346074;7.910882612;8.205207666;8.730165297;9.016305767;breast cancer;;
GSM1876641;7.595566412;9.146067042;8.251298775;8.424733514;8.675571918;breast cancer;;
GSM1876642;7.802599535;9.49337099;8.248292776;8.466380894;8.834688501;breast cancer;;
GSM1876643;10.38019315;9.953061349;8.452332098;8.152930785;8.569588355;breast cancer;;
GSM1876644;9.289871416;9.542885257;9.07353435;8.57286966;8.733153415;breast cancer;;
GSM1876645;6.224715602;9.878060217;8.473833238;8.146975928;7.760883419;breast cancer;;
GSM1876646;6.212406551;10.06008799;8.814148353;8.44552894;8.811968002;breast cancer;;
GSM1876647;7.897947574;8.805830734;8.282413718;8.615564992;9.401562745;breast cancer;;
GSM1876648;8.536312531;9.389716572;8.000995853;8.07611135;8.524235581;breast cancer;;
GSM1876649;9.003708431;9.873316339;9.056415944;8.380343658;8.561469156;breast cancer;;
GSM1876650;9.864357813;9.299281781;9.209363709;8.115348007;9.158911344;breast cancer;;
GSM1876651;8.00727368;8.299449272;8.233057792;8.1531816;9.017700274;breast cancer;;
GSM1876652;7.647084986;8.409948539;8.661172753;8.252227768;9.597872905;breast cancer;;
GSM1876653;8.422519986;9.861318215;8.501851605;8.387681477;9.028731426;breast cancer;;
GSM1876654;8.522242115;9.413739598;8.864346829;8.78070026;9.729635897;breast cancer;;
GSM1876655;8.909521986;9.20743223;8.34282422;8.024795404;8.591630838;breast cancer;;
GSM1876656;7.233704967;7.675855719;8.245139645;8.5982322;8.983479602;breast cancer;;
GSM1876657;9.75246265;8.566738843;8.117618349;8.258420194;9.702134125;breast cancer;;
GSM1876658;7.028875125;8.795081039;8.32058691;8.198295863;9.077203957;breast cancer;;
GSM1876659;8.953093711;9.40851632;8.082376396;8.688076236;9.341037443;breast cancer;;
GSM1876660;8.26435631;8.913491369;7.911654456;8.365332146;8.286251269;breast cancer;;
GSM1876661;8.61281477;9.219627376;8.200472585;8.550356938;8.425061975;breast cancer;;
GSM1876662;7.82303136;9.010993749;8.945977226;8.716269701;9.258059431;breast cancer;;
GSM1876663;8.06570489;9.11057909;8.426558426;8.04802671;8.906145432;breast cancer;;
GSM1876664;9.212132883;9.02560825;8.328946736;8.489244647;9.458646697;breast cancer;;
GSM1876665;9.591450933;8.61563537;8.143813588;8.113121714;8.738155005;breast cancer;;
GSM1876666;7.760906619;9.298147254;8.468506253;8.208885583;9.470005826;breast cancer;;
GSM1876667;5.930084802;8.970490611;8.306714841;8.482337451;9.497234608;breast cancer;;
GSM1876668;6.747782759;8.614111287;7.862411942;8.72536443;8.60320802;breast cancer;;
GSM1876669;9.43830723;9.390580254;7.655697274;8.78454456;8.378311089;breast cancer;;
GSM1876670;6.93311914;8.933630877;8.27213823;8.25524947;8.466441172;breast cancer;;
GSM1876671;8.016638;9.294732666;8.169388091;8.563761144;8.458284147;breast cancer;;
GSM1876672;7.799952795;8.883807086;8.968851763;8.171487931;9.695516376;breast cancer;;
GSM1876673;7.671170016;9.090228834;8.879075983;8.736523193;9.530556074;breast cancer;;
GSM1876674;4.977406555;8.630031763;8.619982655;8.444450195;8.762426199;breast cancer;;
GSM1876675;8.061557675;9.258941768;8.550499954;8.201745793;8.174035299;breast cancer;;
GSM1876676;8.776236488;8.901097497;8.606218598;8.403191391;8.992866253;breast cancer;;
GSM1876677;8.360359304;8.089212259;9.26044894;8.234025531;9.619506753;breast cancer;;
GSM1876678;8.192124033;8.823570736;8.744825446;8.347610598;9.768453308;breast cancer;;
GSM1876679;9.25201012;8.956784275;7.760355235;8.945324507;9.049659389;breast cancer;;
GSM1876680;6.356108704;8.396236364;8.222902772;8.983979577;8.934168682;breast cancer;;
GSM1876681;6.940703339;8.937733721;8.672455924;8.1024928;9.371112021;breast cancer;;
GSM1876682;8.05444309;9.847983281;8.323662786;8.497090555;8.307114421;breast cancer;;
GSM1876683;6.776302688;9.086686708;8.515240834;7.844060326;9.334277378;breast cancer;;
GSM1876684;6.157288718;9.07379157;8.005129524;8.551960848;7.712937546;breast cancer;;
GSM1876685;9.133962301;9.290004728;7.724415466;9.030320005;8.474834771;breast cancer;;
GSM1876686;5.48311094;8.881086307;8.84701419;8.175182035;8.991804182;breast cancer;;
GSM1876687;5.923006687;9.819992424;8.870472547;8.100270434;8.659480855;breast cancer;;
GSM1876688;7.222125246;9.200715947;8.23373578;7.979558357;8.398624379;breast cancer;;
GSM1876689;8.703005023;8.902849606;9.019152554;8.598699342;9.38341468;breast cancer;;
GSM1876690;8.216082491;9.120246592;8.888541108;8.17304089;8.927344439;breast cancer;;
GSM1876691;6.651106766;9.364414086;8.605969799;8.263477416;9.233931921;breast cancer;;
GSM1876692;8.962772038;9.444507416;8.484641968;8.113512194;8.943373724;breast cancer;;
GSM1876693;7.548051506;8.887564291;8.314467057;8.504374096;8.932694999;breast cancer;;
GSM1876694;8.009362998;9.134561634;8.226241743;8.103937575;8.931328058;breast cancer;;
GSM1876695;7.585034725;8.71388222;8.712798674;7.114833437;9.196975468;breast cancer;;
GSM1876696;8.887365584;9.359078998;7.984865452;8.060996967;9.011968712;breast cancer;;
GSM1876697;6.179375714;9.510145382;8.996751878;8.324250458;8.927709936;breast cancer;;
GSM1876698;7.835642128;8.062934521;8.106840392;8.757893185;8.922951492;breast cancer;;
GSM1876699;7.043579364;7.950269073;7.767359572;7.93542403;8.895527255;breast cancer;;
GSM1876700;8.406381014;8.724815118;8.475107007;8.470849402;9.413128247;breast cancer;;
GSM1876701;7.805443254;9.085546297;8.704322637;8.162330074;8.909804183;breast cancer;;
GSM1876702;5.701114313;8.477220201;9.217600656;7.815704851;9.672533784;breast cancer;;
GSM1876703;7.276722029;9.050221913;8.375592058;8.218796659;8.937606079;breast cancer;;
GSM1876704;6.622456226;9.131703761;8.023257622;8.424974089;8.670915568;breast cancer;;
GSM1876705;10.36511708;10.21628201;8.648081998;8.145360077;8.879675997;breast cancer;;
GSM1876706;11.01690873;9.418042697;9.030976759;7.927877633;9.06617823;breast cancer;;
GSM1876707;11.05684036;9.082476171;8.341042976;8.867295698;9.660422843;breast cancer;;
GSM1876708;9.961149375;9.814922567;8.900401342;7.74544697;8.785995153;breast cancer;;
GSM1876709;10.36754839;10.48503761;8.912113403;8.218834379;8.393252817;breast cancer;;
GSM1876710;10.9047623;9.255765322;8.474382952;8.11041697;9.129314096;breast cancer;;
GSM1876711;11.00558872;8.823124781;8.65758946;8.254897115;9.754610612;breast cancer;;
GSM1876712;10.54353789;9.545575443;8.44997132;8.296624698;9.024423064;breast cancer;;
GSM1876713;10.73110204;10.03908248;9.091651985;8.383536321;9.084650553;breast cancer;;
GSM1876714;9.963702985;9.496187923;8.884543526;7.850507612;9.065374519;breast cancer;;
GSM1876715;10.73118859;9.843386885;8.915921879;7.767385585;9.003234292;breast cancer;;
GSM1876716;10.49675921;10.18442569;8.401224658;7.882045056;8.254619796;breast cancer;;
GSM1876717;9.563787522;9.64322852;8.631283098;8.125609883;8.893393454;breast cancer;;
GSM1876718;9.653130572;10.10871239;9.15093019;8.284118635;8.876222521;breast cancer;;
GSM1876719;9.989712141;10.21512447;9.223735697;8.220982672;9.667379348;breast cancer;;
GSM1876720;11.00896753;9.088105291;8.673962127;7.770997569;9.490483312;breast cancer;;
GSM1876721;10.57223699;9.520556006;8.52562721;7.628695122;8.641988976;breast cancer;;
GSM1876722;10.37845863;8.924177446;8.58318817;7.993610005;9.88829043;breast cancer;;
GSM1876723;9.343921371;9.490560585;8.135372815;8.5846258;8.169552082;breast cancer;;
GSM1876724;9.833432638;9.927177798;8.265158689;8.363039035;8.355859695;breast cancer;;
GSM1876725;9.525511473;10.28851854;8.604931109;8.578397982;8.071147087;breast cancer;;
GSM1876726;9.510372348;9.759344595;8.587028002;7.918443993;8.53947423;breast cancer;;
GSM1876727;9.819485047;9.89043319;8.130513189;8.489435172;8.908626646;breast cancer;;
GSM1876728;10.57238241;9.74637787;8.467771999;8.82664187;8.290116657;breast cancer;;
GSM1876729;10.59531045;8.775008694;8.484572243;7.444169914;9.675338436;breast cancer;;
